category	authors	title	venue	year	pmid	doi	pmcid	url	fulltext_xml	topics	status
gd2_cart_clinical	Alliot H, Machy P, Leclair MD, Birkle S, Faraj S.	Targeting GD2 with CAR-T Cell Therapy in Neuroblastoma: Updates, Challenges, and Future Perspectives	Current oncology reports	2026	42154183	10.1007/s11912-026-01796-1		https://doi.org/10.1007/s11912-026-01796-1		clinical;cytokine_release_syndrome;gd2_agent;neuroblastoma;neurotoxicity;other_solid;pediatric;review	metadata_only
gd2_cart_clinical	Carrion YL, Bhasin J, Anne S, Sawhney A, Ha CJ, Sharaf I, Santana J, Titkov K, Jean M, Thibault D, Pando A, Novakovic N, Parikh NS, Vojnic M, Sherman JH.	Locoregional and systemic adoptive cellular therapies for pediatric brain tumors: a systematic review of CAR‑T, TCR‑engineered T cells, and NK cell strategies	Neurosurgical review	2026	42566099	10.1007/s10143-026-04437-0		https://doi.org/10.1007/s10143-026-04437-0		clinical;cytokine_release_syndrome;dmg_dipg;gd2_agent;icv_intraventricular;locoregional_cns;mitigation_engineering;neurotoxicity;other_solid;pediatric;review;steroids_immunomodulation;systemic_iv	metadata_only
gd2_cart_clinical	Ciosek A, Hofmann J, Galant K, Marinkovich MP, Wierzbowska A, Ciążyńska M, Bień N, Narbutt J, Lesiak A.	Beyond Hematology-Current Insights into Chimeric Antigen Receptor (CAR) T-Cell Therapy for Skin and Connective Tissue Disorders	Cells	2026	42193884	10.3390/cells15100874	PMC13204585	https://pmc.ncbi.nlm.nih.gov/articles/PMC13204585/	fulltext/ciosek_2026_pmid42193884.xml	clinical;cytokine_release_syndrome;gd2_agent;hematologic_malignancy;neurotoxicity;other_solid;review	fulltext_xml
gd2_cart_clinical	Habibi MA, Zand A, Robat-Jazi B, Khodadadiyan A, Dashti M, Nejati N, Lorestan P, Karimizadeh Z, Ahmadpour M, Maleki F, Ahmadpour S.	The safety and efficacy of GD2-targeted CAR-T cells in patients with neuroblastoma: a systematic review and meta-analysis	European journal of medical research	2026	41530803	10.1186/s40001-025-03764-0	PMC12888293	https://pmc.ncbi.nlm.nih.gov/articles/PMC12888293/	fulltext/habibi_2026_pmid41530803.xml	clinical;gd2_agent;hematologic_coagulopathy;neuroblastoma;organ_function;other_solid;pediatric;review	fulltext_xml
gd2_cart_clinical	Hakem Zadeh F, Shah N, Bird V.	Prostate cancer and CAR-T therapy: a systematic review	BMC cancer	2026	41826891	10.1186/s12885-026-15703-1	PMC13104223	https://pmc.ncbi.nlm.nih.gov/articles/PMC13104223/	fulltext/hakem_2026_pmid41826891.xml	clinical;cytokine_release_syndrome;gd2_agent;hematologic_malignancy;mitigation_engineering;neurotoxicity;other_solid;review	fulltext_xml
gd2_cart_clinical	Sanikommu S, Santos AN, Dawoud B, Shah KH, Vazquez S, Shah AH, Lu VM.	Chimeric Antigen Receptor-T Cell Therapy for Pediatric and Young Adult Primary Central Nervous System Tumors: A Systematic Review of Early Phase Clinical Trials with a Focus on Diffuse Midline Glioma	Targeted oncology	2026	42295570	10.1007/s11523-026-01225-0		https://doi.org/10.1007/s11523-026-01225-0		clinical;cytokine_release_syndrome;dmg_dipg;gd2_agent;hematologic_malignancy;icv_intraventricular;neurotoxicity;pediatric;review;steroids_immunomodulation;systemic_iv	metadata_only
gd2_cart_clinical	Shokouhfar M, Darzi A, Ameli F, Nami MT, Khorasani SK, Eini P, Vanan AG, Bahrami N.	Immunotherapeutic advances in pediatric neuroblastoma: Overcoming resistance through biomarker-guided combinations	Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie	2026	41621264	10.1016/j.biopha.2026.119020		https://doi.org/10.1016/j.biopha.2026.119020		clinical;gd2_agent;hematologic_malignancy;infection_immune;mitigation_engineering;neuroblastoma;other_solid;pediatric;review	metadata_only
gd2_cart_clinical	Srinivasan A, Abraham A, Modak AI, Pradeep A, Nimachwala NL, Chemmancheri AV, Banu A, Azad AA, Abraham A, Khorbaladze L.	CAR T-cell therapy in pediatric brain tumors: a narrative review with comparative analysis of clinical trial eligibility criteria	Frontiers in oncology	2026	42568366	10.3389/fonc.2026.1869826		https://doi.org/10.3389/fonc.2026.1869826		clinical;dmg_dipg;gd2_agent;infection_immune;locoregional_cns;neurotoxicity;other_solid;pediatric;review	metadata_only
gd2_cart_clinical	Vazaios K, Tallon-Cobos AC, van Oosterhout LPJ, Waranecki P, Cornel AM, Dautzenberg NMM, van Hoesel M, Forbes C, Nierkens S, Kemp V, Hoeben RC, van der Lugt J, Calkoen FG, Hulleman E.	Boosting CAR T cell functionality with oncolytic viruses for the treatment of pediatric diffuse midline gliomas	Molecular therapy. Oncology	2026	42100144	10.1016/j.omton.2026.201191	PMC13145386	https://pmc.ncbi.nlm.nih.gov/articles/PMC13145386/	fulltext/vazaios_2026_pmid42100144.xml	clinical;dmg_dipg;gd2_agent;infection_immune;pediatric	fulltext_xml
gd2_cart_clinical	Wannaphut C, Thirasastr P, Livingston J, Araujo D, Conley A, Keung E, Roland C, Somaiah N.	The evolution of cellular therapies in sarcoma: Breakthroughs, challenges, and future directions	Human vaccines & immunotherapeutics	2026	42517272	10.1080/21645515.2026.2708435		https://doi.org/10.1080/21645515.2026.2708435		clinical;gd2_agent;infection_immune;other_solid;review	metadata_only
gd2_cart_clinical	DuBois SG, Moreno L, Bagatell R, Cheung NK, Gray JC, Locatelli F, Reynolds CP, Rossig C, Sondel PM, Drezner N, Kholmanshikh O, Bird N, Day L, Ludwinski D, Scobie N, Pons Sanz V, Ball S, Hammer B, Alvarez Rojo I, Meager D, Sveistrup J, Berlanga P, Casanova M, Glade-Bender J, Macy M, Morgenstern DA, Owens C, Weigel BJ, Pappo A, Nysom K, Anderson J, Ligas F, Lesa G, Donoghue M, Karres D, Vassal G.	Paediatric Strategy Forum for medicinal product development of agents targeting GD2 ganglioside in children and adolescents with cancer	European journal of cancer (Oxford, England : 1990)	2025	41240535	10.1016/j.ejca.2025.116093		https://doi.org/10.1016/j.ejca.2025.116093		clinical;gd2_agent;hematologic_malignancy;neuroblastoma;on_target_off_tumor;other_solid;pediatric;review	metadata_only
gd2_cart_clinical	Dupont M, de Bernardi A, Vanacker H, Dufresne A, Brahmi M, Blay JY.	Cellular therapies in sarcoma and other solid tumors	Current opinion in oncology	2025	40423031	10.1097/cco.0000000000001152		https://doi.org/10.1097/cco.0000000000001152		clinical;cytokine_release_syndrome;gd2_agent;grading_management;neurotoxicity;other_solid;review	metadata_only
gd2_cart_clinical	Fradin JJ, Charlson JA.	Review of Adoptive Cellular Therapies for the Treatment of Sarcoma	Cancers	2025	40282478	10.3390/cancers17081302	PMC12026197	https://pmc.ncbi.nlm.nih.gov/articles/PMC12026197/	fulltext/fradin_2025_pmid40282478.xml	clinical;gd2_agent;hematologic_malignancy;on_target_off_tumor;other_solid;review;steroids_immunomodulation	fulltext_xml
gd2_cart_clinical	Gu J, Li J, Xu Y, Zhang G, Xie J, Jia R, Chen W, Lu Z, Chang C, Wen H, Chang LJ, Ma H, Cai Q.	Preliminary exploration of PSMA CAR-T combined with GD2 CAR-T for the treatment of refractory/relapsed gliomas	Journal of translational medicine	2025	40420236	10.1186/s12967-025-06523-1	PMC12107844	https://pmc.ncbi.nlm.nih.gov/articles/PMC12107844/	fulltext/gu_2025_pmid40420236.xml	clinical;cytokine_release_syndrome;gd2_agent;hematologic_malignancy;neurotoxicity;systemic_iv	fulltext_xml
gd2_cart_clinical	Locatelli F, Pagliara D, De Ioris MA, Becilli M, Del Baldo G, Serra A, Mastronuzzi A, Cefalo MG, Li Pira G, Leone G, Bertaina V, Fabozzi F, Di Nardo M, Rosignoli C, D'Andrea ML, Crocoli A, Vennarini S, Sinibaldi M, Di Cecca S, Guercio M, Iaffaldano L, Lucarelli B, Algeri M, Merli P, Colafati GS, De Angelis B, Quintarelli C, Del Bufalo F.	GD2-targeting CAR T cells in high-risk neuroblastoma: a phase 1/2 trial	Nature medicine	2025	40841488	10.1038/s41591-025-03874-6		https://doi.org/10.1038/s41591-025-03874-6		clinical;gd2_agent;hematologic_malignancy;mitigation_engineering;neuroblastoma;neurotoxicity;pediatric	metadata_only
gd2_cart_clinical	Monje M, Mahdi J, Majzner R, Yeom KW, Schultz LM, Richards RM, Barsan V, Song KW, Kamens J, Baggott C, Kunicki M, Rietberg SP, Lim AS, Reschke A, Mavroukakis S, Egeler E, Moon J, Patel S, Chinnasamy H, Erickson C, Jacobs A, Duh AK, Tunuguntla R, Klysz DD, Fowler C, Green S, Beebe B, Carr C, Fujimoto M, Brown AK, Petersen AG, McIntyre C, Siddiqui A, Lepori-Bui N, Villar K, Pham K, Bove R, Musa E, Reynolds WD, Kuo A, Prabhu S, Rasmussen L, Cornell TT, Partap S, Fisher PG, Campen CJ, Grant G, Prolo L, Ye X, Sahaf B, Davis KL, Feldman SA, Ramakrishna S, Mackall C.	Intravenous and intracranial GD2-CAR T cells for H3K27M+ diffuse midline gliomas	Nature	2025	39537919	10.1038/s41586-024-08171-9	PMC11735388	https://pmc.ncbi.nlm.nih.gov/articles/PMC11735388/	fulltext/monje_2025_pmid39537919.xml	clinical;cytokine_release_syndrome;dmg_dipg;gd2_agent;hematologic_malignancy;icv_intraventricular;neurotoxicity;steroids_immunomodulation;systemic_iv	fulltext_xml
gd2_cart_clinical	Quintarelli C, Del Bufalo F, De Ioris MA, Guercio M, Algeri M, Pagliara D, Silvestris DA, Di Nardo M, Sinibaldi M, Di Cecca S, Iaffaldano L, Manni S, Fustaino V, Garganese MC, Colafati GS, Bertaina V, Becilli M, Mastronuzzi A, Fabozzi F, Gunetti M, Iacovelli S, Bugianesi R, Macchia S, Li Pira G, Cefalo MG, Leone G, Del Baldo G, De Angelis B, Locatelli F.	Donor-derived GD2-specific CAR T cells in relapsed or refractory neuroblastoma	Nature medicine	2025	39815015	10.1038/s41591-024-03449-x		https://doi.org/10.1038/s41591-024-03449-x		clinical;cytokine_release_syndrome;gd2_agent;hematologic_malignancy;neuroblastoma;neurotoxicity;pediatric	metadata_only
gd2_cart_clinical	Ciccone R, Quintarelli C, Camera A, Pezzella M, Caruso S, Manni S, Ottaviani A, Guercio M, Del Bufalo F, Quadraccia MC, Orlando D, Di Cecca S, Sinibaldi M, Aurigemma M, Iaffaldano L, Sarcinelli A, D'Amore ML, Ceccarelli M, Nazio F, Marabitti V, Giorda E, Pezzullo M, De Stefanis C, Carai A, Rossi S, Alaggio R, Del Baldo G, Becilli M, Mastronuzzi A, De Angelis B, Locatelli F.	GD2-Targeting CAR T-cell Therapy for Patients with GD2+ Medulloblastoma	Clinical cancer research : an official journal of the American Association for Cancer Research	2024	38551501	10.1158/1078-0432.ccr-23-1880	PMC11145172	https://pmc.ncbi.nlm.nih.gov/articles/PMC11145172/	fulltext/ciccone_2024_pmid38551501.xml	clinical;gd2_agent;mitigation_engineering;other_solid;pediatric;systemic_iv	fulltext_xml
gd2_cart_clinical	Das AK, Sinha M, Singh SK, Chaudhary A, Boro AK, Agrawal M, Bhardwaj S, Kishore S, Kumari K.	CAR T-cell therapy: a potential treatment strategy for pediatric midline gliomas	Acta neurologica Belgica	2024	38669002	10.1007/s13760-024-02519-8		https://doi.org/10.1007/s13760-024-02519-8		clinical;cytokine_release_syndrome;dmg_dipg;gd2_agent;hematologic_malignancy;neurotoxicity;other_solid;pediatric;review	metadata_only
gd2_cart_clinical	Lin FY, Stuckert A, Tat C, White M, Ruggieri L, Zhang H, Mehta B, Lapteva N, Mei Z, Major A, Thakkar S, Shum T, Parikh K, Wu MF, Lindsay HB, Scherer L, Shekar M, Baxter P, Wang T, Grilley B, Moeller K, Hicks J, Roy A, Anastas J, Malbari F, Aldave G, Chintagumpala M, Blaney S, Parsons DW, Brenner MK, Heslop HE, Rooney CM, Omer B.	Phase I Trial of GD2.CART Cells Augmented With Constitutive Interleukin-7 Receptor for Treatment of High-Grade Pediatric CNS Tumors	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	2024	38771986	10.1200/jco.23.02019	PMC11305939	https://pmc.ncbi.nlm.nih.gov/articles/PMC11305939/	fulltext/lin_2024_pmid38771986.xml	clinical;cytokine_release_syndrome;dmg_dipg;gd2_agent;hematologic_malignancy;neurotoxicity;pediatric;steroids_immunomodulation	fulltext_xml
gd2_cart_clinical	Monje M, Mahdi J, Majzner R, Yeom K, Schultz LM, Richards RM, Barsan V, Song K, Kamens J, Baggott C, Kunicki M, Lim AS, Reschke A, Mavroukakis S, Egeler E, Moon J, Patel S, Chinnasamy H, Erickson C, Jacobs A, Duh AK, Rietberg SP, Tunuguntla R, Klysz DD, Fowler C, Green S, Beebe B, Carr C, Fujimoto M, Brown AK, Petersen AG, McIntyre C, Siddiqui A, Lepori-Bui N, Villar K, Pham K, Bove R, Musa E, Reynolds W, Kuo A, Prabhu S, Rasmussen L, Cornell TT, Partap S, Fisher PG, Campen CJ, Grant G, Prolo L, Ye X, Sahaf B, Davis KL, Feldman SA, Ramakrishna S, Mackall C.	Sequential intravenous and intracerebroventricular GD2-CAR T-cell therapy for H3K27M-mutated diffuse midline gliomas	medRxiv	2024		10.1101/2024.06.25.24309146		https://doi.org/10.1101/2024.06.25.24309146		clinical;cytokine_release_syndrome;dmg_dipg;gd2_agent;grading_management;hematologic_malignancy;icv_intraventricular;neurotoxicity;steroids_immunomodulation;systemic_iv	metadata_only
gd2_cart_clinical		IMMU-18. TARGETING GD2 IN THALAMIC DIFFUSE MIDLINE GLIOMA WITH TRANSIENT MRNA CAR T CELLS	Neuro-oncology	2023			PMC10260187	https://pmc.ncbi.nlm.nih.gov/articles/PMC10260187/	fulltext/anon_2023_pmidPMC10260187.xml	clinical;dmg_dipg;gd2_agent;locoregional_cns;meeting_abstract;neurotoxicity	fulltext_xml
gd2_cart_clinical		IMMU-15. PHASE I TRIAL OF GD2.CART-CELLS AUGMENTED WITH A CONSTITUTIVELY ACTIVE INTERLEUKIN-7 RECEPTOR (C7R) FOR TREATMENT OF HIGH-GRADE PEDIATRIC CNS TUMORS	Neuro-oncology	2023			PMC10259947	https://pmc.ncbi.nlm.nih.gov/articles/PMC10259947/	fulltext/anon_2023_pmidPMC10259947.xml	clinical;cytokine_release_syndrome;dmg_dipg;gd2_agent;hematologic_malignancy;meeting_abstract;neurotoxicity;pediatric;steroids_immunomodulation;systemic_iv	fulltext_xml
gd2_cart_clinical	Del Bufalo F, De Angelis B, Caruana I, Del Baldo G, De Ioris MA, Serra A, Mastronuzzi A, Cefalo MG, Pagliara D, Amicucci M, Li Pira G, Leone G, Bertaina V, Sinibaldi M, Di Cecca S, Guercio M, Abbaszadeh Z, Iaffaldano L, Gunetti M, Iacovelli S, Bugianesi R, Macchia S, Algeri M, Merli P, Galaverna F, Abbas R, Garganese MC, Villani MF, Colafati GS, Bonetti F, Rabusin M, Perruccio K, Folsi V, Quintarelli C, Locatelli F, Precision Medicine Team–IRCCS Ospedale Pediatrico Bambino Gesù.	GD2-CART01 for Relapsed or Refractory High-Risk Neuroblastoma	The New England journal of medicine	2023	37018492	10.1056/nejmoa2210859		https://doi.org/10.1056/nejmoa2210859		clinical;cytokine_release_syndrome;gd2_agent;mitigation_engineering;neuroblastoma;pediatric	metadata_only
gd2_cart_clinical	Halliwell E, Vitali A, Muller H, Alonso-Ferrero M, Barisa M, Gavriil A, Piapi A, Leboreiro-Babe C, Gileadi T, Yeung J, Pataillot-Meakin T, Fisher J, Tucker L, Donovan L, Chesler L, Chester K, Anderson J.	Targeting of low ALK antigen density neuroblastoma using AND logic-gate engineered CAR-T cells	Cytotherapy	2023	36396552	10.1016/j.jcyt.2022.10.007		https://doi.org/10.1016/j.jcyt.2022.10.007		clinical;gd2_agent;hematologic_malignancy;neuroblastoma;on_target_off_tumor;pediatric	metadata_only
gd2_cart_clinical	Heczey A, Xu X, Courtney AN, Tian G, Barragan GA, Guo L, Amador CM, Ghatwai N, Rathi P, Wood MS, Li Y, Zhang C, Demberg T, Di Pierro EJ, Sher AC, Zhang H, Mehta B, Thakkar SG, Grilley B, Wang T, Weiss BD, Montalbano A, Subramaniam M, Xu C, Sachar C, Wells DK, Dotti G, Metelitsa LS.	Anti-GD2 CAR-NKT cells in relapsed or refractory neuroblastoma: updated phase 1 trial interim results	Nature medicine	2023	37188782	10.1038/s41591-023-02363-y		https://doi.org/10.1038/s41591-023-02363-y		clinical;cytokine_release_syndrome;gd2_agent;neuroblastoma;pediatric	metadata_only
gd2_cart_clinical		DIPG-15. Major tumor regressions in H3K27M-mutated diffuse midline glioma (DMG) following sequential intravenous (IV) and intracerebroventricular (ICV) delivery of GD2-CAR T-cells	Neuro-oncology	2022			PMC9164854	https://pmc.ncbi.nlm.nih.gov/articles/PMC9164854/	fulltext/anon_2022_pmidPMC9164854.xml	clinical;cytokine_release_syndrome;dmg_dipg;gd2_agent;hematologic_malignancy;icv_intraventricular;meeting_abstract;mitigation_engineering;neurotoxicity;steroids_immunomodulation;systemic_iv	fulltext_xml
gd2_cart_clinical	Antonucci L, Canciani G, Mastronuzzi A, Carai A, Del Baldo G, Del Bufalo F.	CAR-T Therapy for Pediatric High-Grade Gliomas: Peculiarities, Current Investigations and Future Strategies	Frontiers in immunology	2022	35603195	10.3389/fimmu.2022.867154	PMC9115105	https://pmc.ncbi.nlm.nih.gov/articles/PMC9115105/	fulltext/antonucci_2022_pmid35603195.xml	clinical;gd2_agent;infection_immune;other_solid;pediatric;review	fulltext_xml
gd2_cart_clinical	Majzner RG, Ramakrishna S, Yeom KW, Patel S, Chinnasamy H, Schultz LM, Richards RM, Jiang L, Barsan V, Mancusi R, Geraghty AC, Good Z, Mochizuki AY, Gillespie SM, Toland AMS, Mahdi J, Reschke A, Nie EH, Chau IJ, Rotiroti MC, Mount CW, Baggott C, Mavroukakis S, Egeler E, Moon J, Erickson C, Green S, Kunicki M, Fujimoto M, Ehlinger Z, Reynolds W, Kurra S, Warren KE, Prabhu S, Vogel H, Rasmussen L, Cornell TT, Partap S, Fisher PG, Campen CJ, Filbin MG, Grant G, Sahaf B, Davis KL, Feldman SA, Mackall CL, Mackall CL, Monje M.	GD2-CAR T cell therapy for H3K27M-mutated diffuse midline gliomas	Nature	2022	35130560	10.1038/s41586-022-04489-4	PMC8967714	https://pmc.ncbi.nlm.nih.gov/articles/PMC8967714/	fulltext/majzner_2022_pmid35130560.xml	clinical;dmg_dipg;gd2_agent;grading_management;icv_intraventricular;neurotoxicity;on_target_off_tumor;pediatric;systemic_iv	fulltext_xml
gd2_cart_clinical	Yu L, Huang L, Lin D, Lai X, Wu L, Liao X, Liu J, Zeng Y, Liang L, Zhang G, Wang B, Wu Z, Tao S, Liu Y, Jiao C, Chang LJ, Yang L, Yang L.	GD2-specific chimeric antigen receptor-modified T cells for the treatment of refractory and/or recurrent neuroblastoma in pediatric patients	Journal of cancer research and clinical oncology	2022	34724115	10.1007/s00432-021-03839-5	PMC9470713	https://pmc.ncbi.nlm.nih.gov/articles/PMC9470713/	fulltext/yu_2022_pmid34724115.xml	clinical;cytokine_release_syndrome;gd2_agent;grading_management;mitigation_engineering;neuroblastoma;on_target_off_tumor;pediatric	fulltext_xml
gd2_cart_clinical	Majzner R, Ramakrishna S, Mochizuki A, Patel S, Chinnasamy H, Yeom K, Schultz L, Richards R, Campen C, Reschke A, Mahdi J, Toland A, Baggott C, Mavroukakis S, Egeler E, Moon J, Landrum K, Erickson C, Rasmussen L, Barsan V, Tamaresis J, Marcy A, Kunicki M, Fujimoto M, Ehlinger Z, Kurra S, Cornell T, Partap S, Fisher P, Grant G, Vogel H, Sahaf B, Davis K, Feldman S, Mackall C, Monje M.	EPCT-14. GD2 CAR T-CELLS MEDIATE CLINICAL ACTIVITY AND MANAGEABLE TOXICITY IN CHILDREN AND YOUNG ADULTS WITH H3K27M-MUTATED DIPG AND SPINAL CORD DMG	Neuro-oncology	2021			PMC8168142	https://pmc.ncbi.nlm.nih.gov/articles/PMC8168142/	fulltext/majzner_2021_pmidPMC8168142.xml	cardiopulmonary;clinical;cytokine_release_syndrome;dmg_dipg;gd2_agent;hematologic_malignancy;icv_intraventricular;locoregional_cns;meeting_abstract;neurotoxicity;on_target_off_tumor;organ_function;pediatric;steroids_immunomodulation;systemic_iv	fulltext_xml
gd2_cart_clinical	Mikkilineni L, Yates B, Steinberg SM, Shahani SA, Molina JC, Palmore T, Lee DW, Kaplan RN, Mackall CL, Fry TJ, Gea-Banacloche J, Jerussi T, Nussenblatt V, Kochenderfer JN, Shah NN.	Infectious complications of CAR T-cell therapy across novel antigen targets in the first 30 days	Blood advances	2021	34619768	10.1182/bloodadvances.2021004896	PMC9153053	https://pmc.ncbi.nlm.nih.gov/articles/PMC9153053/		clinical;cytokine_release_syndrome;gd2_agent;hematologic_coagulopathy;hematologic_malignancy;infection_immune;organ_function;pediatric;review;steroids_immunomodulation	metadata_only
gd2_cart_clinical	Mochizuki A, Ramakrishna S, Good Z, Patel S, Chinnasamy H, Yeom K, Schultz L, Richards R, Campen C, Reschke A, Mahdi J, Toland A, Baggot C, Mavroukakis S, Egeler E, Moon J, Landrum K, Erickson C, Rasmussen L, Barsan V, Tamaresis J, Marcy A, Kunicki M, Celones M, Ehlinger Z, Kurra S, Cornell T, Partap S, Fisher P, Grant G, Vogel H, Davis K, Feldman S, Sahaf B, Majzner R, Mackall C, Monje M.	OMIC-11. SINGLE CELL RNA SEQUENCING FROM THE CSF OF SUBJECTS WITH H3K27M+ DIPG/DMG TREATED WITH GD2 CAR T-CELLULAR THERAPY	Neuro-oncology	2021			PMC8168255	https://pmc.ncbi.nlm.nih.gov/articles/PMC8168255/	fulltext/mochizuki_2021_pmidPMC8168255.xml	clinical;dmg_dipg;gd2_agent;icv_intraventricular;infection_immune;meeting_abstract;neurotoxicity	fulltext_xml
gd2_cart_clinical	Terry RL, Meyran D, Fleuren EDG, Mayoh C, Zhu J, Omer N, Ziegler DS, Haber M, Darcy PK, Trapani JA, Neeson PJ, Ekert PG.	Chimeric Antigen Receptor T cell Therapy and the Immunosuppressive Tumor Microenvironment in Pediatric Sarcoma	Cancers	2021	34572932	10.3390/cancers13184704	PMC8465026	https://pmc.ncbi.nlm.nih.gov/articles/PMC8465026/	fulltext/terry_2021_pmid34572932.xml	clinical;gd2_agent;infection_immune;other_solid;pediatric;review	fulltext_xml
gd2_cart_clinical	Heczey A, Courtney AN, Montalbano A, Robinson S, Liu K, Li M, Ghatwai N, Dakhova O, Liu B, Raveh-Sadka T, Chauvin-Fleurence CN, Xu X, Ngai H, Di Pierro EJ, Savoldo B, Dotti G, Metelitsa LS.	Anti-GD2 CAR-NKT cells in patients with relapsed or refractory neuroblastoma: an interim analysis	Nature medicine	2020	33046868	10.1038/s41591-020-1074-2		https://doi.org/10.1038/s41591-020-1074-2		clinical;gd2_agent;hematologic_malignancy;neuroblastoma;pediatric;steroids_immunomodulation	metadata_only
gd2_cart_clinical	Huarte E, O'Connor RS, Peel MT, Nunez-Cruz S, Leferovich J, Juvekar A, Yang YO, Truong L, Huang T, Naim A, Milone MC, Smith PA.	Itacitinib (INCB039110), a JAK1 Inhibitor, Reduces Cytokines Associated with Cytokine Release Syndrome Induced by CAR T-cell Therapy	Clinical cancer research : an official journal of the American Association for Cancer Research	2020	32998963	10.1158/1078-0432.ccr-20-1739	PMC7895329	https://pmc.ncbi.nlm.nih.gov/articles/PMC7895329/		clinical;cytokine_release_syndrome;gd2_agent;hematologic_malignancy	metadata_only
gd2_cart_clinical	Straathof K, Flutter B, Wallace R, Jain N, Loka T, Depani S, Wright G, Thomas S, Cheung GW, Gileadi T, Stafford S, Kokalaki E, Barton J, Marriott C, Rampling D, Ogunbiyi O, Akarca AU, Marafioti T, Inglott S, Gilmour K, Al-Hajj M, Day W, McHugh K, Biassoni L, Sizer N, Barton C, Edwards D, Dragoni I, Silvester J, Dyer K, Traub S, Elson L, Brook S, Westwood N, Robson L, Bedi A, Howe K, Barry A, Duncan C, Barone G, Pule M, Anderson J.	Antitumor activity without on-target off-tumor toxicity of GD2-chimeric antigen receptor T cells in patients with neuroblastoma	Science translational medicine	2020	33239386	10.1126/scitranslmed.abd6169		https://doi.org/10.1126/scitranslmed.abd6169		clinical;cytokine_release_syndrome;gd2_agent;neuroblastoma;on_target_off_tumor;pediatric;steroids_immunomodulation	metadata_only
gd2_cart_clinical	Mount CW, Majzner RG, Sundaresh S, Arnold EP, Kadapakkam M, Haile S, Labanieh L, Hulleman E, Woo PJ, Rietberg SP, Vogel H, Monje M, Mackall CL.	Potent antitumor efficacy of anti-GD2 CAR T cells in H3-K27M+ diffuse midline gliomas	Nature medicine	2018	29662203	10.1038/s41591-018-0006-x	PMC6214371	https://pmc.ncbi.nlm.nih.gov/articles/PMC6214371/		clinical;dmg_dipg;gd2_agent;neurotoxicity;pediatric	metadata_only
gd2_cart_clinical	Fisher J, Abramowski P, Wisidagamage Don ND, Flutter B, Capsomidis A, Cheung GW, Gustafsson K, Anderson J.	Avoidance of On-Target Off-Tumor Activation Using a Co-stimulation-Only Chimeric Antigen Receptor	Molecular therapy : the journal of the American Society of Gene Therapy	2017	28341563	10.1016/j.ymthe.2017.03.002	PMC5417796	https://pmc.ncbi.nlm.nih.gov/articles/PMC5417796/		clinical;gd2_agent;neuroblastoma;on_target_off_tumor	metadata_only
gd2_cart_clinical	Heczey A, Louis CU, Savoldo B, Dakhova O, Durett A, Grilley B, Liu H, Wu MF, Mei Z, Gee A, Mehta B, Zhang H, Mahmood N, Tashiro H, Heslop HE, Dotti G, Rooney CM, Brenner MK.	CAR T Cells Administered in Combination with Lymphodepletion and PD-1 Inhibition to Patients with Neuroblastoma	Molecular therapy : the journal of the American Society of Gene Therapy	2017	28602436	10.1016/j.ymthe.2017.05.012	PMC5589058	https://pmc.ncbi.nlm.nih.gov/articles/PMC5589058/		clinical;gd2_agent;hematologic_malignancy;neuroblastoma;steroids_immunomodulation	metadata_only
gd2_cart_clinical	Gargett T, Brown MP.	"The inducible caspase-9 suicide gene system as a ""safety switch"" to limit on-target, off-tumor toxicities of chimeric antigen receptor T cells"	Frontiers in pharmacology	2014	25389405	10.3389/fphar.2014.00235	PMC4211380	https://pmc.ncbi.nlm.nih.gov/articles/PMC4211380/	fulltext/gargett_2014_pmid25389405.xml	clinical;gd2_agent;mitigation_engineering;on_target_off_tumor;other_solid;review	fulltext_xml
gd2_cart_preclinical	Barragán Bravo GA, de la Cerda DA, Landoni E, Dholakia K, Humeniuk P, Caraballo Galva LD, Wang Y, Tian G, Yang B, Guo L, Wood MS, Rios X, Xu X, Courtney AN, Di Pierro EJ, Jacob J, Li YH, Adaikkalavan A, Watanabe N, Mao S, Miles G, Dotti G, Metelitsa LS.	IL-18 metabolically reprograms CAR-expressing natural killer T cells and enhances their antitumor activity	Molecular therapy : the journal of the American Society of Gene Therapy	2026	41520178	10.1016/j.ymthe.2026.01.001	PMC12882818	https://pmc.ncbi.nlm.nih.gov/articles/PMC12882818/		gd2_agent;hematologic_malignancy;mitigation_engineering;neuroblastoma;preclinical	metadata_only
gd2_cart_preclinical	Liu L, He P, Wang Y, Ma F, Li D, Bai Z, Qu Y, Zhu L, Yoon CW, Yu X, Huang Y, Liang Z, Zhang Y, Liu K, Guo T, Zeng Y, Zhou Q, Chung HK, Fan R, Wang Y.	Engineering sonogenetic EchoBack-CAR T cells	Cell	2025	40179881	10.1016/j.cell.2025.02.035	PMC12085297	https://pmc.ncbi.nlm.nih.gov/articles/PMC12085297/		gd2_agent;on_target_off_tumor;other_solid;preclinical	metadata_only
