category	authors	title	venue	year	pmid	doi	pmcid	url	local_pdf	fulltext_xml	topics	status
viral_vector	Liu J, Wang Y, Su S, Cheng G, Zhao H, Sun J, Sun G, Li F, Hui R, Liu M, Wu L, Wu D, Yang F, Dang Y, Hei J, Li Y, Gao Z, Wang B, Bai Y, Lv W, Zhang J.	Oncolytic Viruses in Glioblastoma: Clinical Progress, Mechanistic Insights, and Future Therapeutic Directions	Cancers	2025	41463198	10.3390/cancers17243948	PMC12730407	https://pmc.ncbi.nlm.nih.gov/articles/PMC12730407/		fulltext/liu_2025_pmid41463198.xml	imaging_dosimetry_modeling;systemic_bbb_pharmacology;viral_vector	fulltext_xml
viral_vector	Niu A, Lv Y, Chen Y, Liu Y, Luo C, Zheng M, Shen Y, He J, Yao D, Lan H, Zou H, Ge T, Mou X.	Cholesterol surface-modified oncolytic adenovirus enriched with apolipoprotein E penetrates the blood-brain barrier to target glioblastoma immunotherapy	Materials today. Bio	2025	41080735	10.1016/j.mtbio.2025.102319	PMC12509134	https://pmc.ncbi.nlm.nih.gov/articles/PMC12509134/		fulltext/niu_2025_pmid41080735.xml	systemic_bbb_pharmacology;viral_vector	fulltext_xml
viral_vector	Nizamutdinov D, Sentmanat A, Tong J, Qi X, Pan Y, Qi D, Wu E, Huang JH.	The Emerging Role of Oncolytic Virotherapy in Glioblastoma Management	Cancers	2025	41228258	10.3390/cancers17213465	PMC12608655	https://pmc.ncbi.nlm.nih.gov/articles/PMC12608655/		fulltext/nizamutdinov_2025_pmid41228258.xml	radiation_combined;systemic_bbb_pharmacology;viral_vector	fulltext_xml
viral_vector	Qian X, Ning W, Yang J, Dunmall LC, Pandha HS, Shang G, Guo Y, Zhang D, Qu Y, Wang H, Gu C, Zhang M, Wang Y, Wang S, Zhang H.	The oncolytic adenovirus Ad-TD-nsIL12 in primary or progressive pediatric IDH wild-type diffuse intrinsic pontine glioma results of two phase I clinical trials	Nature communications	2025	40721414	10.1038/s41467-025-62260-5	PMC12304309	https://pmc.ncbi.nlm.nih.gov/articles/PMC12304309/		fulltext/qian_2025_pmid40721414.xml	brainstem;dipg_dmg;radiation_combined;viral_vector	fulltext_xml
viral_vector	Vazaios K, Hernández López P, Aarts-Riemens T, Daudeij A, Kemp V, Hoeben RC, Straetemans T, Hulleman E, Calkoen FG, van der Lugt J, Kuball J.	Unusual Partners: γδ-TCR-Based T Cell Therapy in Combination with Oncolytic Virus Treatment for Diffuse Midline Gliomas	International journal of molecular sciences	2025	40076788	10.3390/ijms26052167	PMC11900589	https://pmc.ncbi.nlm.nih.gov/articles/PMC11900589/		fulltext/vazaios_2025_pmid40076788.xml	cell_therapy_delivery;dipg_dmg;viral_vector	fulltext_xml
viral_vector	Velammal PNKP, Dhasakeerthi T, Varghese JR, Agrawal M, Veluswami K, Manickavelan HV, Srinivasan G.	The effect of oncolytic virotherapy on pediatric brain tumor- a systematic review	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	2025	41108331	10.1007/s00381-025-06981-4		https://doi.org/10.1007/s00381-025-06981-4			brainstem;dipg_dmg;radiation_combined;viral_vector	metadata_only
viral_vector	Yang R, Hedberg J, Montagano J, Seals M, Puri S.	Oncolytic Virus Therapies in Malignant Gliomas: Advances and Clinical Trials	Cancers	2025	41097707	10.3390/cancers17193180	PMC12523521	https://pmc.ncbi.nlm.nih.gov/articles/PMC12523521/		fulltext/yang_2025_pmid41097707.xml	viral_vector	fulltext_xml
viral_vector	Zheng K, Tsitsos FN, Batts AJ, Ji R, Nuriel T, Konofagou EE, Leong KW.	Focused ultrasound-mediated APOE4 knockdown in mouse brain	Alzheimer's & dementia : the journal of the Alzheimer's Association	2025	40665471	10.1002/alz.70464	PMC12263348	https://pmc.ncbi.nlm.nih.gov/articles/PMC12263348/		fulltext/zheng_2025_pmid40665471.xml	focused_ultrasound;systemic_bbb_pharmacology;viral_vector;related_disease	fulltext_xml
viral_vector	Zheng Y, Pei Y, Dong C, Liang J, Cai T, Zhang Y, Tan D, Wang J, He Q.	Oncolytic Herpes Simplex Virus Therapy: Latest Advances, Core Challenges, and Future Outlook	Vaccines	2025	40872965	10.3390/vaccines13080880	PMC12390425	https://pmc.ncbi.nlm.nih.gov/articles/PMC12390425/		fulltext/zheng_2025_pmid40872965.xml	cell_therapy_delivery;nanoparticle;viral_vector	fulltext_xml
viral_vector	Zhou Z, Tang Y, Wang W, Yang X, Zhuang Z, Pu T, Jiang F, Dai Z.	Optimization of virus-mediated functional imaging based on quantitative evaluation of transduction efficiency in pigeon (Columba livia domestica)	Poultry science	2025	41135469	10.1016/j.psj.2025.105961	PMC12593608	https://pmc.ncbi.nlm.nih.gov/articles/PMC12593608/		fulltext/zhou_2025_pmid41135469.xml	brainstem;viral_vector	fulltext_xml
viral_vector		DIPG-45. TARGETING HYPERACETYLATION IN PEDIATRIC DIFFUSE MIDLINE GLIOMAS USING ONCOLYTIC ADENOVIRUSES	Neuro-oncology	2024			PMC11182961	https://pmc.ncbi.nlm.nih.gov/articles/PMC11182961/		fulltext/anon_2024_pmidPMC11182961.xml	dipg_dmg;viral_vector;meeting_abstract	fulltext_xml
viral_vector		DIPG-81. PHASE IB CLINICAL TRIAL ASSESSING SAFETY, TOLERABILITY, AND PRELIMINARY EFFICACY OF ALOCELYVIR (ALLOGENEIC MESENCHYMAL CELLS + ONCOLYTIC ADENOVIRUS) COMBINED WITH RADIOTHERAPY IN PEDIATRIC PATIENTS WITH NEWLY DIAGNOSED DIFFUSE INTRINSIC PONTINE GLIOMA (DIPG)	Neuro-oncology	2024			PMC11184008	https://pmc.ncbi.nlm.nih.gov/articles/PMC11184008/		fulltext/anon_2024_pmidPMC11184008.xml	brainstem;dipg_dmg;radiation_combined;viral_vector;meeting_abstract	fulltext_xml
viral_vector		EXTH-34. ACETYLATION SUPPRESSION MEETS ONCOLYTIC VIRUSES FOR THE TREATMENT OF PEDIATRIC DIFFUSE MIDLINE GLIOMA	Neuro-oncology	2024			PMC11553470	https://pmc.ncbi.nlm.nih.gov/articles/PMC11553470/			dipg_dmg;viral_vector;meeting_abstract	metadata_only
viral_vector	Bunuales M, Garduno A, Chillon M, Bosch A, Gonzalez-Aparicio M, Espelosin M, Garcia-Gomara M, Rico AJ, Garcia-Osta A, Cuadrado-Tejedor M, Lanciego JL, Hernandez-Alcoceba R.	Characterization of brain transduction capability of a BBB-penetrant AAV vector in mice, rats and macaques reveals differences in expression profiles	Gene therapy	2024	39039204	10.1038/s41434-024-00466-w	PMC11399087	https://pmc.ncbi.nlm.nih.gov/articles/PMC11399087/		fulltext/bunuales_2024_pmid39039204.xml	brainstem;imaging_dosimetry_modeling;intrathecal_csf;systemic_bbb_pharmacology;viral_vector	fulltext_xml
viral_vector	Chen R, Rey JA, Tuna IS, Tran DD, Sarntinoranont M.	A Spatial Interpolation Approach to Assign Magnetic Resonance Imaging-Derived Material Properties for Finite Element Models of Adeno-Associated Virus Infusion Into a Recurrent Brain Tumor	Journal of biomechanical engineering	2024	38581376	10.1115/1.4064966	PMC11110824	https://pmc.ncbi.nlm.nih.gov/articles/PMC11110824/			convection_enhanced_delivery;imaging_dosimetry_modeling;viral_vector	metadata_only
viral_vector	Guterres A, Filho PNS, Moura-Neto V.	Breaking Barriers: A Future Perspective on Glioblastoma Therapy with mRNA-Based Immunotherapies and Oncolytic Viruses	Vaccines	2024	38250874	10.3390/vaccines12010061	PMC10818651	https://pmc.ncbi.nlm.nih.gov/articles/PMC10818651/		fulltext/guterres_2024_pmid38250874.xml	viral_vector	fulltext_xml
viral_vector	Hernandez-Alcoceba R, Bunuales M, Garduno A, Chillon M, Bosch A, Gonzalez-Aparicio M, Espelosin M, Garcia-Gomara M, Rico A, Garcia-Osta A, Cuadrado-Tejedor M, Lanciego JL.	Characterization of brain transduction capability of a BBB-penetrant, peptide-displaying AAV vector in mice, rats and non-human primates	Research Square	2024		10.21203/rs.3.rs-4429122/v1		https://doi.org/10.21203/rs.3.rs-4429122/v1			brainstem;imaging_dosimetry_modeling;intrathecal_csf;systemic_bbb_pharmacology;viral_vector	metadata_only
viral_vector	Hunter JE, Molony CM, Bagel JH, O'Donnell P, Vite CH, Chawla S, Poptani H, Wolfe JH.	Widespread correction of brain pathology in feline alpha-mannosidosis by dose escalation of intracisternal AAV vector injection	Molecular therapy. Methods & clinical development	2024	38946937	10.1016/j.omtm.2024.101272		https://doi.org/10.1016/j.omtm.2024.101272			intrathecal_csf;systemic_bbb_pharmacology;viral_vector;related_disease	metadata_only
viral_vector	Kim J, Chang MY.	Gene Therapy for Parkinson's Disease Using Midbrain Developmental Genes to Regulate Dopaminergic Neuronal Maintenance	International journal of molecular sciences	2024	39596436	10.3390/ijms252212369	PMC11594980	https://pmc.ncbi.nlm.nih.gov/articles/PMC11594980/		fulltext/kim_2024_pmid39596436.xml	brainstem;viral_vector	fulltext_xml
viral_vector	Ning W, Qian X, Dunmall LC, Liu F, Guo Y, Li S, Song D, Liu D, Ma L, Qu Y, Wang H, Gu C, Zhang M, Wang Y, Wang S, Zhang H.	Non-secreting IL12 expressing oncolytic adenovirus Ad-TD-nsIL12 in recurrent high-grade glioma: a phase I trial	Nature communications	2024	39516192	10.1038/s41467-024-53041-7	PMC11549344	https://pmc.ncbi.nlm.nih.gov/articles/PMC11549344/		fulltext/ning_2024_pmid39516192.xml	intrathecal_csf;viral_vector	fulltext_xml
