category	authors	title	venue	year	pmid	doi	pmcid	url	local_pdf	supp_pdf	topics	status
clinical_trial	Chen Y, Liu T, Min G et al.	Single-cell transcriptome analysis reveals regulatory programs associated with tumor resistance during immunotherapy in colorectal cancer.	International journal of surgery (London, England)	2026	40932376	10.1097/JS9.0000000000003459	PMC12825545	https://pmc.ncbi.nlm.nih.gov/articles/PMC12825545/	pdfs/chen_2026_pmid40932376.pdf		tumor_infiltrating;checkpoint;immunosuppression;clinical;colorectal	downloaded_europepmc
clinical_trial	Ma P, Zhou Y, Ma W et al.	Intrathecal Allogeneic B7-H3-targeted CAR γδ T Cells for Leptomeningeal Metastasis from Solid Tumors: Safety, Efficacy, and Immunological Dynamics in a Phase 1 Trial.	Clinical cancer research : an official journal of the American Association for Cancer Research	2026	42207176	10.1158/1078-0432.CCR-26-0738		https://doi.org/10.1158/1078-0432.CCR-26-0738			CAR_gd;adoptive_expansion;tumor_infiltrating;clinical;leukemia;breast	no_pmcid
clinical_trial	von Itzstein MS, Liu J, Mu-Mosley H et al.	Racial Differences in Systemic Immune Parameters in Individuals With Lung Cancer.	JTO clinical and research reports	2025	39619775	10.1016/j.jtocrr.2024.100751	PMC11605181	https://pmc.ncbi.nlm.nih.gov/articles/PMC11605181/	pdfs/von_2025_pmid39619775.pdf		mechanism_cytotox;clinical;leukemia;lung	downloaded_europepmc
clinical_trial	Marischen L, Fritsch J, Ilic J et al.	Two Are Better than One: The Bi-Specific Antibody Mosunetuzumab Reveals an Improved Immune Response of Vγ9Vδ2 T Cells Targeting CD20 in Malignant B Cells in Comparison to the Mono-Specific Antibody Obinutuzumab.	International journal of molecular sciences	2025	39941030	10.3390/ijms26031262	PMC11818642	https://pmc.ncbi.nlm.nih.gov/articles/PMC11818642/	pdfs/marischen_2025_pmid39941030.pdf		adoptive_expansion;Vd2_Vg9;mechanism_cytotox;clinical;lymphoma	downloaded_europepmc
clinical_trial	Vazaios K, Hernández López P, Aarts-Riemens T et al.	Unusual Partners: γδ-TCR-Based T Cell Therapy in Combination with Oncolytic Virus Treatment for Diffuse Midline Gliomas.	International journal of molecular sciences	2025	40076788	10.3390/ijms26052167	PMC11900589	https://pmc.ncbi.nlm.nih.gov/articles/PMC11900589/	pdfs/vazaios_2025_pmid40076788.pdf		CAR_gd;phosphoantigen_BTN;aminobisphosphonate;Vd2_Vg9;clinical;glioma	downloaded_europepmc
clinical_trial	Pinot L, Saßor A, Möker N et al.	Transduction of γδ T cells with Baboon envelope pseudotyped lentiviral vector encoding chimeric antigen receptors for translational and clinical applications.	Frontiers in immunology	2025	40547029	10.3389/fimmu.2025.1548630	PMC12179110	https://pmc.ncbi.nlm.nih.gov/articles/PMC12179110/	pdfs/pinot_2025_pmid40547029.pdf	supplements/40547029_PMC12179110/	CAR_gd;adoptive_expansion;Vd2_Vg9;mechanism_cytotox;clinical	downloaded_europepmc
clinical_trial	Quan A, Huo M, Li D et al.	Antibody-gamma/delta T cell receptors targeting GPC2 regress neuroblastoma with low antigen density.	Cell reports. Medicine	2025	41027430	10.1016/j.xcrm.2025.102378	PMC12629815	https://pmc.ncbi.nlm.nih.gov/articles/PMC12629815/	pdfs/quan_2025_pmid41027430.pdf		CAR_gd;adoptive_expansion;tumor_infiltrating;clinical;neuroblastoma	downloaded_europepmc
clinical_trial	Bold A, Gross H, Bardenbacher M et al.	Characterization of Stimulated γδ T Cells: Phenotypic Analysis and Implications for Allogeneic Cellular Immunotherapy.	Cells	2025	41369406	10.3390/cells14231917	PMC12691411	https://pmc.ncbi.nlm.nih.gov/articles/PMC12691411/	pdfs/bold_2025_pmid41369406.pdf		adoptive_expansion;Vd2_Vg9;mechanism_cytotox;clinical	downloaded_europepmc
clinical_trial	Ahmed J, O'Sullivan Coyne G, Rubinstein LV et al.	Phase 1 study evaluating the safety, preliminary efficacy, and pharmacodynamics of recombinant interleukin-15 in combination with nivolumab and ipilimumab in patients with refractory cancers.	Journal for immunotherapy of cancer	2025	41423268	10.1136/jitc-2025-013252	PMC12718592	https://pmc.ncbi.nlm.nih.gov/articles/PMC12718592/	pdfs/ahmed_2025_pmid41423268.pdf		tumor_infiltrating;checkpoint;clinical	downloaded_europepmc
clinical_trial	Wang S, Gu X, Xu D et al.	Comprehensive analysis of m6A modification patterns and m6A-related lncRNAs as potential biomarkers in lung adenocarcinoma.	Environmental toxicology	2024	38148718	10.1002/tox.24110		https://doi.org/10.1002/tox.24110			tumor_infiltrating;clinical;lung	no_pmcid
clinical_trial	Nguyen TT, Nguyen BT, Tran KV et al.	Experience of Autologous Immunotherapy for Non-Small Cell Lung Cancer Using Zoledronate-Actived Gammadelta T Cells.	Clinical laboratory	2024	38213197	10.7754/Clin.Lab.2023.230663		https://doi.org/10.7754/Clin.Lab.2023.230663			aminobisphosphonate;clinical;lung	no_pmcid
clinical_trial	Nakashima M, Tanaka Y, Okamura H et al.	Development of Innate-Immune-Cell-Based Immunotherapy for Adult T-Cell Leukemia-Lymphoma.	Cells	2024	38247820	10.3390/cells13020128	PMC10814776	https://pmc.ncbi.nlm.nih.gov/articles/PMC10814776/	pdfs/nakashima_2024_pmid38247820.pdf		aminobisphosphonate;adoptive_expansion;mechanism_cytotox;clinical;leukemia;lymphoma	downloaded_europepmc
clinical_trial	Song HW, Benzaoui M, Dwivedi A et al.	Manufacture of CD22 CAR T cells following positive versus negative selection results in distinct cytokine secretion profiles and γδ T cell output.	Molecular therapy. Methods & clinical development	2024	38298420	10.1016/j.omtm.2023.101171	PMC10827561	https://pmc.ncbi.nlm.nih.gov/articles/PMC10827561/	pdfs/song_2024_pmid38298420.pdf		CAR_gd;adoptive_expansion;immunosuppression;clinical;leukemia	downloaded_europepmc
clinical_trial	Nabors LB, Lamb LS, Goswami T et al.	Adoptive cell therapy for high grade gliomas using simultaneous temozolomide and intracranial mgmt-modified γδ t cells following standard post-resection chemotherapy and radiotherapy: current strategy and future directions.	Frontiers in immunology	2024	38384458	10.3389/fimmu.2024.1299044	PMC10880006	https://pmc.ncbi.nlm.nih.gov/articles/PMC10880006/	pdfs/nabors_2024_pmid38384458.pdf		CAR_gd;adoptive_expansion;mechanism_cytotox;clinical;glioma	downloaded_europepmc
clinical_trial	Mensurado S, Condeço C, Sánchez-Martínez D et al.	CD155/PVR determines acute myeloid leukemia targeting by Delta One T cells.	Blood	2024	38437507	10.1182/blood.2023022992	PMC11033583	https://pmc.ncbi.nlm.nih.gov/articles/PMC11033583/	pdfs/mensurado_2024_pmid38437507.pdf		adoptive_expansion;Vd1;mechanism_cytotox;clinical;leukemia	downloaded_europepmc
clinical_trial	von Itzstein MS, Liu J, Mu-Mosley H et al.	Differences in systemic immune parameters in individuals with lung cancer according to race.	bioRxiv : the preprint server for biology	2024	38915535	10.1101/2024.06.07.597754	PMC11195092	https://pmc.ncbi.nlm.nih.gov/articles/PMC11195092/			mechanism_cytotox;clinical;leukemia;lung	not_available_oa
clinical_trial	You H, Wang Y, Wang X et al.	CD69+ Vδ1γδ T cells are anti-tumor subpopulations in hepatocellular carcinoma.	Molecular immunology	2024	38917598	10.1016/j.molimm.2024.06.006		https://doi.org/10.1016/j.molimm.2024.06.006			adoptive_expansion;Vd1;tumor_infiltrating;mechanism_cytotox;clinical;hepatocellular	no_pmcid
clinical_trial	Musil J, Ptacek A, Vanikova S	OMIP-106: A 30-color panel for analysis of check-point inhibitory networks in the bone marrow of acute myeloid leukemia patients.	Cytometry. Part A : the journal of the International Society for Analytical Cytology	2024	39192598	10.1002/cyto.a.24892		https://doi.org/10.1002/cyto.a.24892			CAR_gd;tumor_infiltrating;mechanism_cytotox;checkpoint;clinical;leukemia	no_pmcid
clinical_trial	Liu K, Hoover AR, Wang L et al.	Localized ablative immunotherapy enhances antitumor immunity by modulating the transcriptome of tumor-infiltrating Gamma delta T cells.	Cancer letters	2024	39307410	10.1016/j.canlet.2024.217267	PMC11471373	https://pmc.ncbi.nlm.nih.gov/articles/PMC11471373/	pdfs/liu_2024_pmid39307410.pdf		tumor_infiltrating;mechanism_cytotox;checkpoint;clinical;breast	downloaded_europepmc
clinical_trial	Liu J, Wu M, Yang Y et al.	BTN3A1 expressed in cervical cancer cells promotes Vγ9Vδ2 T cells exhaustion through upregulating transcription factors NR4A2/3 downstream of TCR signaling.	Cell communication and signaling : CCS	2024	39342337	10.1186/s12964-024-01834-0	PMC11439235	https://pmc.ncbi.nlm.nih.gov/articles/PMC11439235/	pdfs/liu_2024_pmid39342337.pdf		phosphoantigen_BTN;adoptive_expansion;Vd2_Vg9;tumor_infiltrating;checkpoint;immunosuppression;clinical	downloaded_europepmc
clinical_trial	He P, Liu H, Zimdahl B et al.	A novel antibody-TCR (AbTCR) T-cell therapy is safe and effective against CD19-positive relapsed/refractory B-cell lymphoma.	Journal of cancer research and clinical oncology	2023	35776199	10.1007/s00432-022-04132-9	PMC11797221	https://pmc.ncbi.nlm.nih.gov/articles/PMC11797221/	pdfs/he_2023_pmid35776199.pdf		CAR_gd;adoptive_expansion;clinical;lymphoma	downloaded_europepmc
clinical_trial	Knight A, Piskacek M, Jurajda M et al.	Expansions of tumor-reactive Vdelta1 gamma-delta T cells in newly diagnosed patients with chronic myeloid leukemia.	Cancer immunology, immunotherapy : CII	2023	36376516	10.1007/s00262-022-03312-3	PMC10110709	https://pmc.ncbi.nlm.nih.gov/articles/PMC10110709/	pdfs/knight_2023_pmid36376516.pdf		adoptive_expansion;Vd1;Vd2_Vg9;mechanism_cytotox;clinical;leukemia	downloaded_europepmc
clinical_trial	Li C, Zhou F, Wang J et al.	Novel CD19-specific γ/δ TCR-T cells in relapsed or refractory diffuse large B-cell lymphoma.	Journal of hematology & oncology	2023	36681817	10.1186/s13045-023-01402-y	PMC9862812	https://pmc.ncbi.nlm.nih.gov/articles/PMC9862812/	pdfs/li_2023_pmid36681817.pdf		CAR_gd;adoptive_expansion;clinical;lymphoma	downloaded_europepmc
clinical_trial	Bold A, Gaertner J, Bott A et al.	Haploidentical γδ T Cells Induce Complete Remission in Chemorefractory B-cell Non-Hodgkin Lymphoma.	Journal of immunotherapy (Hagerstown, Md. : 1997)	2023	36723414	10.1097/CJI.0000000000000450	PMC9889192	https://pmc.ncbi.nlm.nih.gov/articles/PMC9889192/	pdfs/bold_2023_pmid36723414.pdf		CAR_gd;adoptive_expansion;mechanism_cytotox;clinical;leukemia;lymphoma	downloaded_europepmc
clinical_trial	Umeyama Y, Taniguchi H, Gyotoku H et al.	Three distinct mechanisms underlying human γδ T cell-mediated cytotoxicity against malignant pleural mesothelioma.	Frontiers in immunology	2023	37006249	10.3389/fimmu.2023.1058838	PMC10063812	https://pmc.ncbi.nlm.nih.gov/articles/PMC10063812/	pdfs/umeyama_2023_pmid37006249.pdf		phosphoantigen_BTN;aminobisphosphonate;adoptive_expansion;tumor_infiltrating;mechanism_cytotox;checkpoint;clinical	downloaded_europepmc
clinical_trial	Sun R, Li J, Lin X et al.	Peripheral immune characteristics of hepatitis B virus-related hepatocellular carcinoma.	Frontiers in immunology	2023	37077908	10.3389/fimmu.2023.1079495	PMC10106696	https://pmc.ncbi.nlm.nih.gov/articles/PMC10106696/	pdfs/sun_2023_pmid37077908.pdf		checkpoint;immunosuppression;clinical;hepatocellular	downloaded_europepmc
clinical_trial	Wang Y, Wang L, Seo N et al.	CAR-Modified Vγ9Vδ2 T Cells Propagated Using a Novel Bisphosphonate Prodrug for Allogeneic Adoptive Immunotherapy.	International journal of molecular sciences	2023	37446055	10.3390/ijms241310873	PMC10341429	https://pmc.ncbi.nlm.nih.gov/articles/PMC10341429/	pdfs/wang_2023_pmid37446055.pdf		CAR_gd;aminobisphosphonate;adoptive_expansion;Vd2_Vg9;immunosuppression;clinical	downloaded_europepmc
clinical_trial	Schubert ML, Schmitt A, Hückelhoven-Krauss A et al.	Treatment of adult ALL patients with third-generation CD19-directed CAR T cells: results of a pivotal trial.	Journal of hematology & oncology	2023	37481608	10.1186/s13045-023-01470-0	PMC10363324	https://pmc.ncbi.nlm.nih.gov/articles/PMC10363324/	pdfs/schubert_2023_pmid37481608.pdf		CAR_gd;adoptive_expansion;clinical;leukemia	downloaded_europepmc
clinical_trial	Wang Y, Han J, Wang D et al.	Anti-PD-1 antibody armored γδ T cells enhance anti-tumor efficacy in ovarian cancer.	Signal transduction and targeted therapy	2023	37857598	10.1038/s41392-023-01646-7	PMC10587135	https://pmc.ncbi.nlm.nih.gov/articles/PMC10587135/	pdfs/wang_2023_pmid37857598.pdf		CAR_gd;adoptive_expansion;tumor_infiltrating;mechanism_cytotox;checkpoint;immunosuppression;clinical;ovarian	downloaded_europepmc
clinical_trial	Kobayashi H, Kondo T, Iizuka J et al.	A retrospective cohort study of the impact of peripheral blood gamma- delta T cells to prognosis of nonmetastatic renal cell cancer after curative resection.	Urologic oncology	2023	37919100	10.1016/j.urolonc.2023.10.001		https://doi.org/10.1016/j.urolonc.2023.10.001			adoptive_expansion;tumor_infiltrating;clinical;renal	no_pmcid
clinical_trial	Derré L, Lucca I, Cesson V et al.	Intravesical Ty21a treatment of non-muscle invasive bladder cancer induces immune responses that correlate with safety and may be associated to therapy potential.	Journal for immunotherapy of cancer	2023	38101861	10.1136/jitc-2023-008020	PMC10729085	https://pmc.ncbi.nlm.nih.gov/articles/PMC10729085/	pdfs/derré_2023_pmid38101861.pdf		Vd2_Vg9;tumor_infiltrating;clinical	downloaded_europepmc
clinical_trial	Kaito Y, Hirano M, Futami M et al.	CD155 and CD112 as possible therapeutic targets of FLT3 inhibitors for acute myeloid leukemia.	Oncology letters	2022	34992684	10.3892/ol.2021.13169	PMC8721849	https://pmc.ncbi.nlm.nih.gov/articles/PMC8721849/	pdfs/kaito_2022_pmid34992684.pdf		mechanism_cytotox;checkpoint;clinical;leukemia	downloaded_europepmc
clinical_trial	Nishimoto KP, Barca T, Azameera A et al.	Allogeneic CD20-targeted γδ T cells exhibit innate and adaptive antitumor activities in preclinical B-cell lymphoma models.	Clinical & translational immunology	2022	35136603	10.1002/cti2.1373	PMC8809437	https://pmc.ncbi.nlm.nih.gov/articles/PMC8809437/	pdfs/nishimoto_2022_pmid35136603.pdf		CAR_gd;adoptive_expansion;Vd1;mechanism_cytotox;clinical;leukemia;lymphoma	downloaded_europepmc
clinical_trial	Walwyn-Brown K, Pugh J, Cocker ATH et al.	Phosphoantigen-Stimulated γδ T Cells Suppress Natural Killer-Cell Responses to Missing-Self.	Cancer immunology research	2022	35263761	10.1158/2326-6066.CIR-21-0696	PMC9064994	https://pmc.ncbi.nlm.nih.gov/articles/PMC9064994/			phosphoantigen_BTN;mechanism_cytotox;immunosuppression;clinical	not_available_oa
clinical_trial	Hashimoto H, Güngör D, Krickeberg N et al.	TH1 cytokines induce senescence in AML.	Leukemia research	2022	35490594	10.1016/j.leukres.2022.106842		https://doi.org/10.1016/j.leukres.2022.106842			aminobisphosphonate;adoptive_expansion;Vd2_Vg9;clinical;leukemia	no_pmcid
clinical_trial	Parente-Pereira AC, Beatson RE, Davies DM et al.	Generation and application of TGFβ-educated human Vγ9Vδ2 T cells.	STAR protocols	2022	35496793	10.1016/j.xpro.2022.101319	PMC9043756	https://pmc.ncbi.nlm.nih.gov/articles/PMC9043756/	pdfs/parentepereira_2022_pmid35496793.pdf		CAR_gd;adoptive_expansion;Vd2_Vg9;clinical	downloaded_europepmc
clinical_trial	Zhang X, Ng YY, Du Z et al.	Vγ9Vδ2 T cells expressing a BCMA-Specific chimeric antigen receptor inhibit multiple myeloma xenograft growth.	PloS one	2022	35709135	10.1371/journal.pone.0267475	PMC9202950	https://pmc.ncbi.nlm.nih.gov/articles/PMC9202950/	pdfs/zhang_2022_pmid35709135.pdf		CAR_gd;adoptive_expansion;Vd2_Vg9;clinical;myeloma	downloaded_europepmc
clinical_trial	Rosen DB, Kvarnhammar AM, Laufer B et al.	TransCon IL-2 β/γ: a novel long-acting prodrug with sustained release of an IL-2Rβ/γ-selective IL-2 variant with improved pharmacokinetics and potent activation of cytotoxic immune cells for the treatment of cancer.	Journal for immunotherapy of cancer	2022	35817480	10.1136/jitc-2022-004991	PMC9274542	https://pmc.ncbi.nlm.nih.gov/articles/PMC9274542/	pdfs/rosen_2022_pmid35817480.pdf		adoptive_expansion;mechanism_cytotox;immunosuppression;clinical	downloaded_europepmc
clinical_trial	Borchmann S, Selenz C, Lohmann M et al.	Tripartite antigen-agnostic combination immunotherapy cures established poorly immunogenic tumors.	Journal for immunotherapy of cancer	2022	36223955	10.1136/jitc-2022-004781	PMC9562723	https://pmc.ncbi.nlm.nih.gov/articles/PMC9562723/	pdfs/borchmann_2022_pmid36223955.pdf		adoptive_expansion;Vd2_Vg9;tumor_infiltrating;immunosuppression;clinical	downloaded_europepmc
clinical_trial	Xu Y, Xiang Z, Alnaggar M et al.	Allogeneic Vγ9Vδ2 T-cell immunotherapy exhibits promising clinical safety and prolongs the survival of patients with late-stage lung or liver cancer.	Cellular & molecular immunology	2021	32939032	10.1038/s41423-020-0515-7	PMC8027668	https://pmc.ncbi.nlm.nih.gov/articles/PMC8027668/	pdfs/xu_2021_pmid32939032.pdf		adoptive_expansion;Vd2_Vg9;clinical;lung;hepatocellular	downloaded_europepmc
clinical_trial	Ganesan R, Chennupati V, Ramachandran B et al.	Selective recruitment of γδ T cells by a bispecific antibody for the treatment of acute myeloid leukemia.	Leukemia	2021	33526858	10.1038/s41375-021-01122-7	PMC8324575	https://pmc.ncbi.nlm.nih.gov/articles/PMC8324575/	pdfs/ganesan_2021_pmid33526858.pdf		bispecific_engager;Vd2_Vg9;mechanism_cytotox;clinical;leukemia	downloaded_europepmc
clinical_trial	Ji N, Mukherjee N, Reyes RM et al.	Rapamycin enhances BCG-specific γδ T cells during intravesical BCG therapy for non-muscle invasive bladder cancer: a randomized, double-blind study.	Journal for immunotherapy of cancer	2021	33653802	10.1136/jitc-2020-001941	PMC7929866	https://pmc.ncbi.nlm.nih.gov/articles/PMC7929866/	pdfs/ji_2021_pmid33653802.pdf		clinical	downloaded_europepmc
clinical_trial	Shelikhova L, Glushkova S, Nikolaev R et al.	Serotherapy-Free Regimen Improves Non-Relapse Mortality and Immune Recovery Among the Recipients of αβ TCell-Depleted Haploidentical Grafts: Retrospective Study in Childhood Leukemia.	Transplantation and cellular therapy	2021	33836878	10.1016/j.jtct.2021.01.010		https://doi.org/10.1016/j.jtct.2021.01.010			adoptive_expansion;clinical;leukemia	no_pmcid
clinical_trial	Yang R, Shen S, Gong C et al.	Bispecific Antibody PD-L1 x CD3 Boosts the Anti-Tumor Potency of the Expanded Vγ2Vδ2 T Cells.	Frontiers in immunology	2021	34040604	10.3389/fimmu.2021.654080	PMC8141752	https://pmc.ncbi.nlm.nih.gov/articles/PMC8141752/	pdfs/yang_2021_pmid34040604.pdf		bispecific_engager;adoptive_expansion;Vd2_Vg9;mechanism_cytotox;checkpoint;clinical;lung	downloaded_europepmc
clinical_trial	Bertucci F, Boudin L, Finetti P et al.	Immune landscape of inflammatory breast cancer suggests vulnerability to immune checkpoint inhibitors.	Oncoimmunology	2021	34104544	10.1080/2162402X.2021.1929724	PMC8158040	https://pmc.ncbi.nlm.nih.gov/articles/PMC8158040/	pdfs/bertucci_2021_pmid34104544.pdf		tumor_infiltrating;checkpoint;clinical;melanoma;breast	downloaded_europepmc
clinical_trial	Landin AM, Cox C, Yu B et al.	Expansion and Enrichment of Gamma-Delta (γδ) T Cells from Apheresed Human Product.	Journal of visualized experiments : JoVE	2021	34633380	10.3791/62622		https://doi.org/10.3791/62622			aminobisphosphonate;adoptive_expansion;Vd2_Vg9;clinical;leukemia	no_pmcid
clinical_trial	Nada MH, Wang H, Hussein AJ et al.	PD-1 checkpoint blockade enhances adoptive immunotherapy by human Vγ2Vδ2 T cells against human prostate cancer.	Oncoimmunology	2021	34712512	10.1080/2162402X.2021.1989789	PMC8547840	https://pmc.ncbi.nlm.nih.gov/articles/PMC8547840/	pdfs/nada_2021_pmid34712512.pdf		aminobisphosphonate;adoptive_expansion;Vd2_Vg9;checkpoint;clinical;prostate	downloaded_europepmc
clinical_trial	Schilbach K, Welker C, Krickeberg N et al.	In the Absence of a TCR Signal IL-2/IL-12/18-Stimulated γδ T Cells Demonstrate Potent Anti-Tumoral Function Through Direct Killing and Senescence Induction in Cancer Cells.	Cancers	2020	31947966	10.3390/cancers12010130	PMC7017313	https://pmc.ncbi.nlm.nih.gov/articles/PMC7017313/	pdfs/schilbach_2020_pmid31947966.pdf		adoptive_expansion;mechanism_cytotox;clinical	downloaded_europepmc
clinical_trial	Ang WX, Ng YY, Xiao L et al.	Electroporation of NKG2D RNA CAR Improves Vγ9Vδ2 T Cell Responses against Human Solid Tumor Xenografts.	Molecular therapy oncolytics	2020	32462079	10.1016/j.omto.2020.04.013	PMC7240063	https://pmc.ncbi.nlm.nih.gov/articles/PMC7240063/	pdfs/ang_2020_pmid32462079.pdf		CAR_gd;Vd2_Vg9;mechanism_cytotox;clinical	downloaded_europepmc
clinical_trial	Chen JB, Kong XF, Qian W et al.	Two weeks of hydrogen inhalation can significantly reverse adaptive and innate immune system senescence patients with advanced non-small cell lung cancer: a self-controlled study.	Medical gas research	2020	33380580	10.4103/2045-9912.304221	PMC8092147	https://pmc.ncbi.nlm.nih.gov/articles/PMC8092147/	pdfs/chen_2020_pmid33380580.pdf		adoptive_expansion;Vd1;Vd2_Vg9;mechanism_cytotox;immunosuppression;clinical;leukemia;lung	downloaded_europepmc
clinical_trial	Sharma A, Zumwalde NA, Gumperz JE	Expansion and Adoptive Transfer of Human Vδ2+ T Cells to Assess Antitumor Effects In Vivo.	Methods in molecular biology (Clifton, N.J.)	2019	30465195	10.1007/978-1-4939-8885-3_4	PMC6483093	https://pmc.ncbi.nlm.nih.gov/articles/PMC6483093/			adoptive_expansion;Vd2_Vg9;tumor_infiltrating;immunosuppression;clinical;lymphoma	not_available_oa
clinical_trial	Hoeres T, Holzmann E, Smetak M et al.	PD-1 signaling modulates interferon-γ production by Gamma Delta (γδ) T-Cells in response to leukemia.	Oncoimmunology	2019	30723581	10.1080/2162402X.2018.1550618	PMC6350692	https://pmc.ncbi.nlm.nih.gov/articles/PMC6350692/	pdfs/hoeres_2019_pmid30723581.pdf		aminobisphosphonate;adoptive_expansion;mechanism_cytotox;checkpoint;clinical;leukemia	downloaded_europepmc
clinical_trial	Johanna I, Straetemans T, Heijhuurs S et al.	Evaluating in vivo efficacy - toxicity profile of TEG001 in humanized mice xenografts against primary human AML disease and healthy hematopoietic cells.	Journal for immunotherapy of cancer	2019	30871629	10.1186/s40425-019-0558-4	PMC6419469	https://pmc.ncbi.nlm.nih.gov/articles/PMC6419469/	pdfs/johanna_2019_pmid30871629.pdf		CAR_gd;Vd2_Vg9;clinical;leukemia	downloaded_europepmc
clinical_trial	Lee M, Park C, Woo J et al.	Preferential Infiltration of Unique Vγ9Jγ2-Vδ2 T Cells Into Glioblastoma Multiforme.	Frontiers in immunology	2019	30967876	10.3389/fimmu.2019.00555	PMC6440384	https://pmc.ncbi.nlm.nih.gov/articles/PMC6440384/	pdfs/lee_2019_pmid30967876.pdf		Vd2_Vg9;tumor_infiltrating;mechanism_cytotox;clinical;leukemia;glioma	downloaded_europepmc
clinical_trial	Eade EL, Hardy TG, McKelvie PA et al.	Clinicopathological Features and Outcomes in Lymphoma of Extraocular Muscles.	Ophthalmic plastic and reconstructive surgery	2019	31577647	10.1097/IOP.0000000000001426		https://doi.org/10.1097/IOP.0000000000001426			tumor_infiltrating;clinical;leukemia;lymphoma	no_pmcid
clinical_trial	Reboursiere E, Gac AC, Garnier A et al.	Increased frequencies of circulating and tumor-resident Vδ1+ T cells in patients with diffuse large B-cell lymphoma.	Leukemia & lymphoma	2018	28562153	10.1080/10428194.2017.1321751		https://doi.org/10.1080/10428194.2017.1321751			Vd1;Vd2_Vg9;clinical;lymphoma	no_pmcid
clinical_trial	Tanaka Y, Murata-Hirai K, Iwasaki M et al.	Expansion of human γδ T cells for adoptive immunotherapy using a bisphosphonate prodrug.	Cancer science	2018	29288540	10.1111/cas.13491	PMC5834800	https://pmc.ncbi.nlm.nih.gov/articles/PMC5834800/	pdfs/tanaka_2018_pmid29288540.pdf		aminobisphosphonate;adoptive_expansion;Vd2_Vg9;mechanism_cytotox;clinical	downloaded_europepmc
clinical_trial	Kamei R, Yoshimura K, Yoshino S et al.	Expression levels of UL16 binding protein 1 and natural killer group 2 member D affect overall survival in patients with gastric cancer following gastrectomy.	Oncology letters	2018	29391893	10.3892/ol.2017.7354	PMC5769384	https://pmc.ncbi.nlm.nih.gov/articles/PMC5769384/	pdfs/kamei_2018_pmid29391893.pdf		tumor_infiltrating;mechanism_cytotox;clinical;leukemia	downloaded_europepmc
clinical_trial	Xiao L, Chen C, Li Z et al.	Large-scale expansion of Vγ9Vδ2 T cells with engineered K562 feeder cells in G-Rex vessels and their use as chimeric antigen receptor-modified effector cells.	Cytotherapy	2018	29402645	10.1016/j.jcyt.2017.12.014		https://doi.org/10.1016/j.jcyt.2017.12.014			CAR_gd;adoptive_expansion;Vd2_Vg9;mechanism_cytotox;checkpoint;clinical	no_pmcid
clinical_trial	Siegers GM, Dutta I, Lai R et al.	Functional Plasticity of Gamma Delta T Cells and Breast Tumor Targets in Hypoxia.	Frontiers in immunology	2018	29963058	10.3389/fimmu.2018.01367	PMC6013583	https://pmc.ncbi.nlm.nih.gov/articles/PMC6013583/	pdfs/siegers_2018_pmid29963058.pdf		adoptive_expansion;tumor_infiltrating;mechanism_cytotox;clinical;breast	downloaded_europepmc
clinical_trial	Juraske C, Wipa P, Morath A et al.	Anti-CD3 Fab Fragments Enhance Tumor Killing by Human γδ T Cells Independent of Nck Recruitment to the γδ T Cell Antigen Receptor.	Frontiers in immunology	2018	30038626	10.3389/fimmu.2018.01579	PMC6046647	https://pmc.ncbi.nlm.nih.gov/articles/PMC6046647/	pdfs/juraske_2018_pmid30038626.pdf		adoptive_expansion;Vd2_Vg9;clinical	downloaded_europepmc
clinical_trial	Aoki T, Matsushita H, Hoshikawa M et al.	Adjuvant combination therapy with gemcitabine and autologous γδ T-cell transfer in patients with curatively resected pancreatic cancer.	Cytotherapy	2017	28188072	10.1016/j.jcyt.2017.01.002		https://doi.org/10.1016/j.jcyt.2017.01.002			immunosuppression;clinical;pancreatic	no_pmcid
clinical_trial	Nada MH, Wang H, Workalemahu G et al.	Enhancing adoptive cancer immunotherapy with Vγ2Vδ2 T cells through pulse zoledronate stimulation.	Journal for immunotherapy of cancer	2017	28239463	10.1186/s40425-017-0209-6	PMC5319075	https://pmc.ncbi.nlm.nih.gov/articles/PMC5319075/	pdfs/nada_2017_pmid28239463.pdf		phosphoantigen_BTN;aminobisphosphonate;adoptive_expansion;Vd2_Vg9;mechanism_cytotox;clinical;prostate	downloaded_europepmc
clinical_trial	Yoshida Y, Naito M, Yamada T et al.	Clinical Study on the Medical Value of Combination Therapy Involving Adoptive Immunotherapy and Chemotherapy for Stage IV Colorectal Cancer (COMVI Study).	Anticancer research	2017	28668898	10.21873/anticanres.11777		https://doi.org/10.21873/anticanres.11777			adoptive_expansion;clinical;colorectal	no_pmcid
clinical_trial	Peipp M, Wesch D, Oberg HH et al.	CD20-Specific Immunoligands Engaging NKG2D Enhance γδ T Cell-Mediated Lysis of Lymphoma Cells.	Scandinavian journal of immunology	2017	28708284	10.1111/sji.12581		https://doi.org/10.1111/sji.12581			phosphoantigen_BTN;adoptive_expansion;Vd1;Vd2_Vg9;mechanism_cytotox;clinical;leukemia;lymphoma	no_pmcid
