category	authors	title	venue	year	pmid	doi	pmcid	url	local_pdf	fulltext_xml	topics	status
review	Vilcot F, Brugère CA, Fuentealba J et al.	In vivo CAR therapies: Turning the patient into their own CAR factory	HemaSphere	2026	42064385	10.1002/hem3.70328	PMC13127696	https://pmc.ncbi.nlm.nih.gov/articles/PMC13127696/		fulltext/vilcot_2026_pmid42064385.xml	review;in_vivo_car;clinical	fulltext_xml
review	Wang S, Kong R, Zhong G et al.	In vivo CAR-T therapy: latest updates from the 2025 ASH annual meeting	Biomarker research	2026	42174685	10.1186/s40364-026-00938-8	PMC13198039	https://pmc.ncbi.nlm.nih.gov/articles/PMC13198039/		fulltext/wang_2026_pmid42174685.xml	review;in_vivo_car	fulltext_xml
review	Xue B, Liu Y, Liang A et al.	Novel non-viral in vivo CAR-T therapies: latest updates from the 2025 ASH annual meeting	Experimental hematology & oncology	2026	41857667	10.1186/s40164-026-00765-5	PMC13003734	https://pmc.ncbi.nlm.nih.gov/articles/PMC13003734/		fulltext/xue_2026_pmid41857667.xml	review;in_vivo_car	fulltext_xml
review	Hunter TL, Bao Y, Zhang Y et al.	In vivo CAR T cell generation to treat cancer and autoimmune disease	Science (New York, N.Y.)	2025	40536974	10.1126/science.ads8473		https://doi.org/10.1126/science.ads8473			review;in_vivo_car;mrna_tf_reprogramming;lnp_engineering	metadata_only
review	Sivamaruthi BS, Kesika P, Vijay N et al.	A Review of Nanoparticle-Mediated Delivery Systems for RNA-Based Therapeutics	Recent patents on nanotechnology	2025	41088907	10.2174/0118722105390493250915211702		https://doi.org/10.2174/0118722105390493250915211702			review;gene_editing;suicide_enzyme_toxin;lnp_engineering	metadata_only
review	Wang C, Wang S, Kang DD et al.	Biomaterials for in situ cell therapy	BMEmat	2023	39574564	10.1002/bmm2.12039	PMC11581612	https://pmc.ncbi.nlm.nih.gov/articles/PMC11581612/			review;mrna_tf_reprogramming	metadata_only
review	Zhang Y, Hou X, Du S et al.	Close the cancer-immunity cycle by integrating lipid nanoparticle-mRNA formulations and dendritic cell therapy	Nature nanotechnology	2023	37500773	10.1038/s41565-023-01453-9	PMC11282451	https://pmc.ncbi.nlm.nih.gov/articles/PMC11282451/			review;mrna_cytokine;mrna_tf_reprogramming;lnp_engineering	metadata_only
sarna_replicon	Hu M, Li Y, Cai Y et al.	A versatile self-amplifying mRNA system consolidates oncolytic virus benefits into a single flexible backbone for cancer therapy	Molecular therapy : the journal of the American Society of Gene Therapy	2026	41486691	10.1016/j.ymthe.2025.12.066	PMC13069331	https://pmc.ncbi.nlm.nih.gov/articles/PMC13069331/			sarna_replicon;lnp_engineering	metadata_only
sarna_replicon	Kang MR, Yang G, Charisse K et al.	An orthotopic bladder tumor model and the evaluation of intravesical saRNA treatment	Journal of visualized experiments : JoVE	2012	22872227	10.3791/4207	PMC3476411	https://pmc.ncbi.nlm.nih.gov/articles/PMC3476411/			sarna_replicon	metadata_only
suicide_enzyme_toxin	Huayamares SG, Lian L, Rab R et al.	Nanoparticle delivery of a prodrug-activating bacterial enzyme leads to anti-tumor responses	Nature communications	2025	40221395	10.1038/s41467-025-58548-1	PMC11993580	https://pmc.ncbi.nlm.nih.gov/articles/PMC11993580/	pdfs/huayamares_2025_pmid40221395.pdf	fulltext/huayamares_2025_pmid40221395.xml	suicide_enzyme_toxin;lnp_engineering	downloaded
suicide_enzyme_toxin	Zhou R, Han L, Wang J et al.	Lipid Nanoparticle-Encapsulated mRNAs Encoding Tumor-Specific Toxin Proteins Selectively Target Cancer Cells and Stimulate T-cell Infiltration	Cancer research	2025	40759030	10.1158/0008-5472.CAN-24-3914		https://doi.org/10.1158/0008-5472.CAN-24-3914			suicide_enzyme_toxin	metadata_only
